;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
5807;pin_2967;130719;247.5;78.5;1.165.473.465;-8.374.721.458;-15.798.874;-1.019.425;Bawang Putih
5808;pin_565;130719;1.215.206.179;5.864.653.989;1.165.360.842;-8.373.294.275;-13.628.963;-8.938.531;Bawang Putih
5809;pin_3723;130719;180.5;46.5;1.165.413.001;-8.372.062.514;-14.733.336;-7.959.129;Bawang Putih
5810;pin_4099;130719;181.5;41.5;1.165.413.759;-8.371.616.814;-16.187.206;-9.066.345;Bawang Putih
5814;pin_2823;130719;240.5;64.5;1.165.466.866;-8.373.499.362;-1.303.306;-7.676.666;Bawang Putih
5817;pin_2048;130719;115.520.623;1.056.465.398;1.165.356.747;-8.377.474.979;-15.255.065;-821.522;Bawang Putih
5818;pin_3241;130719;232.5;100.5;1.165.460.701;-8.376.710.472;-11.023.182;-9.023.697;Bawang Putih
5819;pin_2053;130719;12.052.062;1.056.465.395;1.165.361.196;-83.774.618;-13.246.557;-6.987.463;Bawang Putih
5822;pin_421;130719;1.245.206.188;1.406.465.388;1.165.365.682;-8.380.552.765;-13.965.505;-87.932;Bawang Putih
5828;pin_469;130719;1.325.206.106;3.664.653.935;1.165.370.048;-8.371.315.776;-11.160.222;-68.026.433;Bawang Putih
5829;pin_281;130719;1.365.206.115;1.336.465.381;1.165.376.174;-8.379.900.821;-13.536.682;-8.035.126;Bawang Putih
5830;pin_2518;130719;1.864.903.089;2.749.879.663;1.165.417.829;-8.370.362.976;-13.789.237;-92.955.265;Bawang Putih
5833;pin_2882;130719;228.5;79.5;1.165.456.585;-837.486.018;-14.935.256;-82.994.175;Bawang Putih
5835;pin_2545;130719;1.704.903.184;2.949.879.773;1.165.403.645;-8.370.582.359;-12.641.341;-8.907.147;Bawang Putih
5839;pin_632;130719;1.325.206.114;606.465.391;1.165.370.683;-8.373.442.522;-15.714.102;-9.341.949;Bawang Putih
5841;pin_3518;130719;231.5;93.5;1.165.459.626;-837.609.283;-16.711.489;-8.734.017;Bawang Putih
5846;pin_181;130719;1.225.206.197;1.306.465.391;1.165.363.637;-8.379.671.893;-1.431.009;-7.252.664;Bawang Putih
5850;pin_982;130719;9.752.063.322;946.465.412;1.165.340.438;-8.376.547.652;-129.359.455;-71.704.164;Bawang Putih
5853;pin_2090;130719;1.035.206.301;1.076.465.406;1.165.346.121;-8.377.683.838;-13.420.466;-79.764.576;Bawang Putih
5854;pin_622;130719;1.235.206.167;6.064.653.973;1.165.362.674;-8.373.466.235;-13.802.192;-87.982.025;Bawang Putih
5859;pin_2867;130719;231.5;78.5;1.165.459.228;-8.374.763.656;-12.459.235;-60.298.963;Bawang Putih
5864;pin_3291;130719;251.5;101.5;1.165.477.633;-837.674.896;-14.174.911;-8.759.451;Bawang Putih
5865;pin_2010;130719;1.065.206.282;1.046.465.405;1.165.348.712;-8.377.410.086;-14.497.543;-8.432.664;Bawang Putih
5866;pin_2761;130719;241.5;59.5;1.165.467.623;-8.373.053.668;-1.441.438;-8.302.647;Bawang Putih
5867;pin_1284;130719;1.115.206.234;476.465.407;1.165.351.653;-8.372.345.855;-13.300.266;-8.575.336;Bawang Putih
5869;pin_3358;130719;232.5;107.5;1.165.460.886;-8.377.330.753;-11.136.086;-7.764.761;Bawang Putih
5871;pin_54;130719;133.520.613;1.256.465.384;1.165.373.293;-8.379.199.818;-1.347.775;-8.887.219;Bawang Putih
5873;pin_1525;130719;1.015.206.299;6.664.654.121;1.165.343.257;-8.374.055.885;-1.083.558;-6.605.117;Bawang Putih
5874;pin_1257;130719;1.385.206.069;3.164.653.898;1.165.375.255;-83.708.569;-13.138.368;-91.853.075;Bawang Putih
5875;pin_1920;130719;1.005.206.317;1.016.465.409;1.165.343.293;-8.377.160.053;-13.031.392;-6.668.672;Bawang Putih
5877;pin_3483;130719;220.5;93.5;1.165.449.838;-8.376.121.843;-15.605.923;-6.319.059;Bawang Putih
5878;pin_1358;130719;127.520.614;4.964.653.956;1.165.365.943;-8.372.480.936;-17.293.003;-61.182.365;Bawang Putih
5879;pin_3014;130719;227.5;75.5;116.545.559;-837.450.837;-12.603.527;-63.337.502;Bawang Putih
5882;pin_315;130719;1.285.206.163;1.366.465.386;1.165.369.135;-838.018.776;-14.853.435;-10.236.622;Bawang Putih
5884;pin_1615;130719;8.252.064.127;7.064.654.249;1.165.326.456;-8.374.460.398;-15.742.226;-9.148.653;Bawang Putih
5889;pin_3202;130719;241.5;104.5;1.165.468.815;-8.377.041.176;-11.357.414;-8.369.035;Bawang Putih
5890;pin_2713;130719;234.5;76.5;1.165.461.845;-8.374.578.521;-137.237.625;-79.187.984;Bawang Putih
5893;pin_193;130719;1.335.206.132;1.306.465.383;1.165.373.425;-8.379.642.889;-13.831.532;-10.249.261;Bawang Putih
5894;pin_12;130719;1.205.206.207;1.246.465.393;1.165.361.699;-8.379.145.479;-12.418.292;-7.609.288;Bawang Putih
5895;pin_2473;130719;18.449.031;2.549.879.679;1.165.415.996;-837.019.102;-16.417.988;-9.017.288;Bawang Putih
5897;pin_2098;130719;1.115.206.254;1.076.465.401;116.535.324;-8.377.662.752;-15.248.412;-88.571.415;Bawang Putih
5898;pin_3670;130719;185.5;44.5;1.165.417.397;-8.371.872.111;-16.527.721;-8.670.206;Bawang Putih
5899;pin_314;130719;1.275.206.169;1.366.465.387;1.165.368.245;-8.380.190.396;-15.174.065;-10.357.675;Bawang Putih
5900;pin_2129;130719;1.884.903.073;1.449.879.662;1.165.419.264;-8.369.205.739;-128.699.665;-8.684.104;Bawang Putih
5901;pin_3003;130719;230.5;76.5;1.165.458.285;-837.458.907;-13.183.301;-58.118.234;Bawang Putih
5904;pin_2911;130719;235.5;82.5;1.165.462.893;-8.375.107.553;-11.040.427;-7.447.965;Bawang Putih
5905;pin_1063;130719;1.245.206.179;1.136.465.391;1.165.364.967;-8.378.160.173;-11.840.142;-8.539.756;Bawang Putih
5906;pin_471;130719;1.435.206.076;1.416.465.375;1.165.382.615;-8.380.591.273;-14.171.773;-70.551.767;Bawang Putih
5908;pin_2284;130719;1.854.903.092;1.949.879.678;1.165.416.727;-8.369.656.707;-12.405.353;-53.320.165;Bawang Putih
5909;pin_1539;130719;8.952.063.704;6.764.654.203;1.165.332.605;-8.374.176.112;-162.268;-9.916.637;Bawang Putih
5911;pin_1663;130719;1.015.206.301;7.164.654.115;1.165.343.389;-8.374.498.961;-14.287.802;-8.060.384;Bawang Putih
5913;pin_466;130719;13.952.061;1.416.465.378;1.165.379.056;-8.380.601.823;-13.865.456;-71.486.597;Bawang Putih
5915;pin_820;130719;1.015.206.307;8.864.654.098;1.165.343.839;-837.600.542;-18.217.014;-9.959.785;Bawang Putih
5917;pin_3611;130719;184.5;42.5;1.165.416.455;-8.371.697.521;-16.894.781;-8.406.012;Bawang Putih
5918;pin_1417;130719;1.315.206.117;5.164.653.926;1.165.369.555;-8.372.647.627;-16.023.668;-7.201.464;Bawang Putih
5919;pin_3937;130719;185.5;53.5;1.165.417.636;-8.372.669.627;-14.633.545;-61.346.297;Bawang Putih
5921;pin_897;130719;955.206.343;9.164.654.137;1.165.338.579;-8.376.287.076;-15.838.393;-52.227.693;Bawang Putih
5923;pin_2516;130719;1.844.903.101;2.749.879.677;1.165.416.049;-8.370.368.245;-16.428.257;-8.605.423;Bawang Putih
5926;pin_3049;130719;243.5;110.5;1.165.470.753;-8.377.567.566;-14.100.965;-7.798.234;Bawang Putih
5927;pin_2878;130719;232.5;79.5;1.165.460.145;-8.374.849.631;-13.334.106;-53.383.164;Bawang Putih
5928;pin_1974;130719;9.952.063.234;103.646.541;1.165.342.456;-8.377.339.919;-1.437.016;-8.032.769;Bawang Putih
5930;pin_785;130719;9.452.063.476;8.764.654.148;1.165.337.584;-8.375.935.249;-13.331.855;-9.506.709;Bawang Putih
5933;pin_2587;130719;1.894.903.072;3.049.879.639;1.165.420.577;-8.370.620.909;-13.555.718;-62.323.284;Bawang Putih
5934;pin_1371;130719;1.145.206.217;5.064.654.046;1.165.354.402;-8.372.603.797;-15.233.909;-10.554.412;Bawang Putih
5935;pin_3548;130719;241.5;93.5;1.165.468.523;-8.376.066.452;-15.573.389;-9.202.646;Bawang Putih
5937;pin_1642;130719;825.206.413;7.164.654.248;1.165.326.482;-8.374.549.014;-152.676.325;-8.705.225;Bawang Putih
5939;pin_273;130719;1.295.206.156;1.336.465.386;1.165.369.946;-8.379.919.279;-15.549.951;-8.880.661;Bawang Putih
5940;pin_343;130719;1.285.206.164;1.376.465.386;1.165.369.162;-8.380.276.374;-13.009.515;-9.351.484;Bawang Putih
5941;pin_631;130719;131.520.612;6.064.653.917;1.165.369.793;-8.373.445.157;-16.263.988;-91.921;Bawang Putih
5942;pin_853;130719;1.065.206.277;8.964.654.062;1.165.348.315;-8.376.080.859;-1.562.949;-59.420.924;Bawang Putih
5943;pin_3890;130719;174.5;51.5;1.165.407.795;-8.372.521.392;-15.252.262;-925.638;Bawang Putih
5944;pin_1617;130719;8.452.064.009;7.064.654.235;1.165.328.236;-837.445.513;-14.668.413;-9.052.914;Bawang Putih
5945;pin_3288;130719;248.5;101.5;1.165.474.964;-8.376.756.875;-12.459.685;-7.779.641;Bawang Putih
5948;pin_991;130719;1.055.206.285;9.464.654.064;1.165.347.557;-837.652.657;-18.067.972;-8.244.066;Bawang Putih
5951;pin_3647;130719;185.5;43.5;1.165.417.371;-8.371.783.498;-16.977.089;-79.137.955;Bawang Putih
5954;pin_3303;130719;245.5;100.5;1.165.472.268;-8.376.676.178;-13.927.885;-7.672.641;Bawang Putih
5955;pin_3287;130719;247.5;101.5;1.165.474.074;-8.376.759.513;-12.394.543;-8.083.839;Bawang Putih
5956;pin_2964;130719;247.5;79.5;1.165.473.491;-8.374.810.069;-15.601.959;-10.487.456;Bawang Putih
5957;pin_1174;130719;1.235.206.186;1.176.465.392;1.165.364.183;-8.378.517.267;-12.000.015;-9.609.081;Bawang Putih
5960;pin_18;130719;1.255.206.177;1.246.465.389;1.165.366.148;-8.379.132.296;-14.225.221;-9.803.052;Bawang Putih
5961;pin_3353;130719;237.5;107.5;1.165.465.335;-8.377.317.562;-13.291.703;-63.836.336;Bawang Putih
5962;pin_3839;130719;180.5;50.5;1.165.413.107;-8.372.416.966;-15.491.229;-9.231.938;Bawang Putih
5963;pin_3174;130719;252.5;102.5;116.547.855;-8.376.834.933;-15.227.764;-8.530.305;Bawang Putih
5968;pin_4115;130719;197.5;41.5;1.165.427.996;-8.371.574.647;-15.574.619;-8.398.357;Bawang Putih
5969;pin_3878;130719;186.5;51.5;1.165.418.472;-8.372.489.766;-14.085.622;-8.918.117;Bawang Putih
5973;pin_1350;130719;1.205.206.181;4.964.654.005;1.165.359.714;-8.372.499.377;-12.891.453;-8.852.486;Bawang Putih
5977;pin_553;130719;136.520.609;5.764.653.885;1.165.374.163;-837.316.614;-1.415.112;-7.472.818;Bawang Putih
5978;pin_1524;130719;1.005.206.305;6.664.654.128;1.165.342.367;-8.374.058.519;-10.781.315;-78.865.952;Bawang Putih
5981;pin_2268;130719;1.694.903.187;194.987.979;116.540.249;-836.969.886;-14.958.603;-9.549.594;Bawang Putih
5985;pin_1827;130719;112.520.624;8.364.654.027;1.165.353.495;-8.375.533.359;-16.132.221;-1.015.852;Bawang Putih
5989;pin_1016;130719;1.315.206.137;1.116.465.387;1.165.371.143;-837.796.449;-15.150.376;-6.648.626;Bawang Putih
5990;pin_963;130719;1.055.206.285;9.364.654.065;1.165.347.531;-8.376.437.955;-176.264;-880.867;Bawang Putih
5991;pin_9;130719;1.175.206.224;1.246.465.395;1.165.359.029;-8.379.153.388;-11.871.888;-6.709.933;Bawang Putih
5993;pin_2999;130719;226.5;76.5;1.165.454.726;-8.374.599.619;-12.922.934;-73.451.943;Bawang Putih
5994;pin_1039;130719;1.275.206.161;1.126.465.389;116.536.761;-837.806.365;-14.368.247;-9.537.607;Bawang Putih
5999;pin_1088;130719;1.225.206.191;1.146.465.393;1.165.363.214;-837.825.406;-12.366.998;-9.516.034;Bawang Putih
6002;pin_3023;130719;245.5;76.5;1.165.471.632;-8.374.549.511;-1.418.349;-8.550.512;Bawang Putih
6003;pin_3389;130719;235.5;105.5;1.165.463.503;-8.377.145.616;-14.980.433;-7.316.296;Bawang Putih
6004;pin_355;130719;1.395.206.099;1.376.465.378;116.537.895;-8.380.247.366;-15.015.228;-77.462.287;Bawang Putih
6007;pin_965;130719;1.075.206.273;9.364.654.051;116.534.931;-8.376.432.684;-16.674.952;-8.242.906;Bawang Putih
6009;pin_1428;130719;1.165.206.206;526.465.403;1.165.356.234;-8.372.775.758;-12.474.272;-9.530.617;Bawang Putih
6011;pin_2586;130719;1.884.903.078;3.049.879.646;1.165.419.688;-8.370.623.544;-1.409.379;-74.540.467;Bawang Putih
6012;pin_225;130719;1.355.206.088;3.564.653.915;1.165.372.691;-837.121.926;-12.533.788;-6.865.256;Bawang Putih
6016;pin_2651;130719;1.804.903.127;3.349.879.699;1.165.412.649;-8.370.910.463;-14.057.677;-8.415.859;Bawang Putih
6018;pin_3638;130719;194.5;43.5;1.165.425.379;-8.371.759.779;-17.090.921;-9.922.567;Bawang Putih
6022;pin_838;130719;9.252.063.601;896.465.416;1.165.335.857;-837.611.775;-16.438.255;-8.696.832;Bawang Putih
6023;pin_1559;130719;8.152.064.179;6.864.654.258;1.165.325.513;-8.374.285.801;-154.598;-8.740.987;Bawang Putih
6024;pin_2386;130719;1.804.903.123;2.349.879.709;1.165.412.384;-8.370.024.333;-131.535.225;-7.870.053;Bawang Putih
6026;pin_3088;130719;243.5;112.5;1.165.470.806;-8.377.744.789;-16.989.614;-5.004.531;Bawang Putih
6030;pin_186;130719;1.275.206.167;1.306.465.387;1.165.368.086;-837.965.871;-12.278.163;-8.657.878;Bawang Putih
6031;pin_639;130719;1.385.206.079;6.064.653.868;1.165.376.022;-8.373.426.713;-13.698.944;-9.530.863;Bawang Putih
6037;pin_3711;130719;179.5;45.5;1.165.412.085;-8.371.976.536;-15.092.113;-8.103.106;Bawang Putih
6038;pin_1927;130719;1.065.206.281;1.016.465.405;1.165.348.632;-837.714.424;-16.272.524;-9.418.911;Bawang Putih
6039;pin_1414;130719;1.285.206.135;5.164.653.947;1.165.366.885;-8.372.655.531;-14.827.216;-8.207.693;Bawang Putih
6040;pin_3478;130719;215.5;93.5;1.165.445.389;-837.613.503;-15.692.984;-8.594.908;Bawang Putih
6044;pin_2173;130719;175.490.315;1.549.879.752;1.165.407.723;-83.693.286;-14.520.943;-7.683.282;Bawang Putih
6047;pin_3085;130719;240.5;112.5;1.165.468.137;-8.377.752.704;-14.671.549;-584.767;Bawang Putih
6049;pin_3806;130719;200.5;49.5;1.165.430.877;-837.227.564;-15.038.969;-8.871.278;Bawang Putih
6052;pin_43;130719;1.235.206.189;1.256.465.391;1.165.364.395;-8.379.226.184;-10.597.205;-8.506.369;Bawang Putih
6054;pin_919;130719;1.155.206.225;9.164.653.997;1.165.356.376;-8.376.234.372;-15.007.296;-10.372;Bawang Putih
6055;pin_143;130719;1.135.206.249;1.296.465.397;1.165.355.602;-8.379.607.007;-13.922.066;-8.536.276;Bawang Putih
6059;pin_2775;130719;236.5;62.5;1.165.463.254;-8.373.332.687;-13.819.793;-78.618.746;Bawang Putih
6060;pin_332;130719;1.445.206.069;1.366.465.375;1.165.383.373;-8.380.145.566;-11.163.667;-9.413.851;Bawang Putih
6061;pin_1665;130719;1.035.206.289;7.164.654.102;1.165.345.169;-8.374.493.692;-13.813.839;-8.741.654;Bawang Putih
6062;pin_2111;130719;1.734.903.161;1.349.879.768;1.165.405.891;-8.369.156.642;-14.402.912;-10.117.479;Bawang Putih
6065;pin_2649;130719;1.784.903.138;3.349.879.713;1.165.410.869;-8.370.915.733;-17.566.013;-8.815.847;Bawang Putih
6066;pin_1739;130719;1.085.206.263;8.064.654.057;1.165.349.856;-8.375.278.054;-15.479.673;-11.170.027;Bawang Putih
6069;pin_3583;130719;227.5;84.5;1.165.455.828;-8.375.305.875;-14.795.153;-8.551.606;Bawang Putih
6072;pin_2711;130719;237.5;75.5;1.165.464.488;-8.374.481.998;-1.077.774;-5.909.479;Bawang Putih
6073;pin_1335;130719;1.205.206.176;3.264.654.023;1.165.359.264;-8.370.992.926;-12.477.228;-68.189.044;Bawang Putih
6075;pin_2857;130719;230.5;80.5;1.165.458.391;-8.374.943.517;-14.866.218;-7.867.418;Bawang Putih
6076;pin_1516;130719;9.352.063.465;6.664.654.176;1.165.336.138;-8.374.076.959;-155.062.065;-11.029.307;Bawang Putih
6079;pin_1939;130719;1.175.206.217;1.016.465.397;116.535.842;-8.377.115.249;-14.798.105;-7.470.146;Bawang Putih
6080;pin_453;130719;1.275.206.171;1.416.465.386;1.165.368.378;-8.380.633.469;-12.013.875;-8.095.985;Bawang Putih
6081;pin_2326;130719;182.490.311;2.049.879.698;1.165.414.084;-8.369.753.224;-15.377.501;-8.008.075;Bawang Putih
6083;pin_259;130719;1.165.206.233;1.336.465.395;1.165.358.378;-8.379.953.557;-15.329.946;-9.048.432;Bawang Putih
6085;pin_3535;130719;237.5;92.5;1.165.464.938;-8.375.988.392;-13.771.668;-10.054.106;Bawang Putih
6086;pin_653;130719;126.520.615;6.164.653.951;116.536.537;-8.373.546.945;-15.745.907;-8.662.753;Bawang Putih
6087;pin_3342;130719;241.5;108.5;1.165.468.921;-8.377.395.621;-15.271.338;-7.847.648;Bawang Putih
6088;pin_3842;130719;183.5;50.5;1.165.415.777;-837.240.906;-13.433.326;-7.956.539;Bawang Putih
6090;pin_1405;130719;1.205.206.182;5.164.654.003;1.165.359.767;-8.372.676.606;-1.353.349;-6.741.464;Bawang Putih
6095;pin_1532;130719;8.352.064.058;6.764.654.245;1.165.327.266;-8.374.191.917;-14.786.583;-8.172.114;Bawang Putih
6096;pin_183;130719;1.245.206.185;1.306.465.389;1.165.365.417;-837.966.662;-133.967.905;-8.007.038;Bawang Putih
6098;pin_3168;130719;246.5;102.5;1.165.473.211;-8.376.850.762;-13.636.916;-7.879.035;Bawang Putih
6099;pin_3805;130719;201.5;49.5;1.165.431.767;-8.372.273.005;-15.234.641;-8.775.156;Bawang Putih
6101;pin_1469;130719;1.005.206.305;646.465.413;1.165.342.314;-8.373.881.288;-123.683.195;-8.612.008;Bawang Putih
6103;pin_1022;130719;1.375.206.102;1.116.465.382;1.165.376.482;-8.377.948.672;-13.921.984;-9.815.971;Bawang Putih
6104;pin_1716;130719;1.125.206.239;7.964.654.031;1.165.353.389;-8.375.178.899;-1.416.497;-11.025.458;Bawang Putih
6105;pin_3867;130719;197.5;51.5;116.542.826;-8.372.460.773;-15.579.708;-8.289.329;Bawang Putih
6107;pin_3601;130719;174.5;42.5;1.165.407.557;-8.371.723.873;-14.498.055;-8.229.239;Bawang Putih
6110;pin_3810;130719;196.5;49.5;1.165.427.318;-8.372.286.184;-14.840.855;-754.744;Bawang Putih
6112;pin_3267;130719;227.5;98.5;1.165.456.199;-8.376.546.438;-13.209.321;-7.305.034;Bawang Putih
6114;pin_346;130719;1.315.206.146;1.376.465.384;1.165.371.831;-8.380.268.463;-13.161.546;-712.578;Bawang Putih
6115;pin_3668;130719;183.5;44.5;1.165.415.618;-8.371.877.382;-14.923.197;-9.407.755;Bawang Putih
6117;pin_1864;130719;9.652.063.351;8.564.654.136;116.533.931;-8.375.752.749;-15.019.707;-9.118.204;Bawang Putih
6118;pin_676;130719;121.520.618;6.264.653.985;1.165.360.948;-8.373.648.734;-14.359.375;-8.767.804;Bawang Putih
6120;pin_1182;130719;1.305.206.145;1.176.465.387;1.165.370.412;-8.378.498.813;-12.262.292;-5.674.701;Bawang Putih
6121;pin_904;130719;1.015.206.308;9.164.654.095;1.165.343.918;-8.376.271.265;-17.873.697;-9.393.326;Bawang Putih
6124;pin_2097;130719;110.520.626;1.076.465.402;116.535.235;-8.377.665.388;-1.493.034;-8.047.976;Bawang Putih
6128;pin_4023;130719;190.5;56.5;1.165.422.164;-8.372.922.287;-1.449.915;-68.534.822;Bawang Putih
6130;pin_2153;130719;1.644.903.215;144.987.983;1.165.397.909;-8.369.268.964;-13.941.919;-9.140.533;Bawang Putih
6137;pin_2418;130719;1.864.903.088;2.449.879.666;1.165.417.749;-8.370.097.137;-1.641.989;-90.332.365;Bawang Putih
6139;pin_3325;130719;249.5;98.5;1.165.475.774;-8.376.488.403;-15.117.267;-8.188.682;Bawang Putih
6140;pin_1647;130719;8.652.063.894;716.465.422;1.165.330.042;-8.374.538.477;-14.952.074;-9.653.736;Bawang Putih
6142;pin_3002;130719;229.5;76.5;1.165.457.396;-8.374.591.707;-13.557.798;-5.135.993;Bawang Putih
6143;pin_209;130719;1.235.206.191;131.646.539;1.165.364.554;-8.379.757.871;-13.411.302;-74.798.594;Bawang Putih
6145;pin_438;130719;13.952.061;1.406.465.378;1.165.379.029;-8.380.513.209;-14.255.851;-8.005.114;Bawang Putih
6146;pin_1713;130719;1.095.206.256;7.964.654.052;116.535.072;-8.375.186.804;-14.494.472;-10.287.547;Bawang Putih
6148;pin_1571;130719;9.252.063.531;6.864.654.181;1.165.335.301;-8.374.256.825;-13.101.976;-9.736.793;Bawang Putih
6149;pin_1082;130719;1.415.206.079;1.136.465.379;1.165.380.094;-8.378.115.355;-13.243.631;-70.204.577;Bawang Putih
6154;pin_2260;130719;1.684.903.193;1.849.879.798;1.165.401.574;-8.369.612.881;-14.658.401;-10.401.653;Bawang Putih
6155;pin_2054;130719;1.215.206.194;1.056.465.394;1.165.362.086;-8.377.459.164;-13.447.571;-66.858.196;Bawang Putih
6156;pin_4101;130719;183.5;41.5;1.165.415.538;-8.371.611.543;-16.604.542;-91.431.465;Bawang Putih
6159;pin_2858;130719;229.5;80.5;1.165.457.502;-8.374.946.154;-14.972.247;-8.404.714;Bawang Putih
6160;pin_3162;130719;240.5;102.5;1.165.467.872;-8.376.866.591;-14.563.264;-50.669.994;Bawang Putih
6162;pin_3445;130719;227.5;90.5;1.165.455.987;-8.375.837.545;-15.274.123;-8.534.868;Bawang Putih
6165;pin_306;130719;1.455.206.062;1.356.465.374;1.165.384.236;-8.380.054.315;-1.187.889;-8.535.266;Bawang Putih
6168;pin_3429;130719;246.5;91.5;1.165.472.919;-837.587.604;-15.942.635;-11.087.981;Bawang Putih
6171;pin_1561;130719;8.352.064.061;6.864.654.244;1.165.327.293;-8.374.280.532;-1.533.066;-8.646.774;Bawang Putih
6173;pin_4160;130719;180.5;35.5;116.541.271;-837.108.777;-14.829.412;-8.596.958;Bawang Putih
6180;pin_4066;130719;204.5;57.5;1.165.434.648;-8.372.973.996;-14.712.959;-893.688;Bawang Putih
6181;pin_88;130719;1.145.206.243;1.276.465.397;1.165.356.439;-8.379.427.141;-11.001.746;-8.734.803;Bawang Putih
6183;pin_173;130719;1.155.206.238;1.306.465.396;1.165.357.408;-8.379.690.349;-12.313.023;-8.864.051;Bawang Putih
6184;pin_459;130719;1.325.206.141;1.416.465.383;1.165.372.827;-8.380.620.283;-13.037.634;-72.714.515;Bawang Putih
6185;pin_210;130719;1.245.206.185;1.316.465.389;1.165.365.443;-8.379.755.234;-13.987.007;-7.609.381;Bawang Putih
6186;pin_1756;130719;1.335.206.099;3.364.653.931;1.165.370.858;-8.371.047.299;-1.352.331;-8.413.292;Bawang Putih
6189;pin_1758;130719;100.520.631;8.164.654.112;1.165.342.764;-8.375.387.748;-12.634.688;-9.084.618;Bawang Putih
6192;pin_169;130719;1.305.206.118;356.465.395;1.165.368.242;-837.123.243;-12.575.468;-8.555.668;Bawang Putih
6194;pin_203;130719;1.175.206.227;1.316.465.394;1.165.359.215;-8.379.773.691;-11.261.496;-66.885.223;Bawang Putih
6195;pin_3061;130719;236.5;111.5;1.165.464.551;-8.377.674.646;-1.276.846;-67.637.544;Bawang Putih
6196;pin_1110;130719;1.425.206.073;1.146.465.379;116.538.101;-8.378.201.332;-13.193.293;-71.039.686;Bawang Putih
6197;pin_1540;130719;9.052.063.645;6.764.654.196;1.165.333.495;-8.374.173.478;-15.712.848;-9.715.388;Bawang Putih
6198;pin_3823;130719;183.5;49.5;116.541.575;-8.372.320.447;-13.289.121;-7.703.534;Bawang Putih
6200;pin_2567;130719;1.924.903.054;2.949.879.619;116.542.322;-8.370.524.391;-14.372.013;-9.193.326;Bawang Putih
6201;pin_1596;130719;9.052.063.652;6.964.654.194;1.165.333.548;-8.374.350.709;-14.533.701;-8.074.473;Bawang Putih
6202;pin_1959;130719;1.105.206.258;1.026.465.402;1.165.352.218;-8.377.222.313;-12.234.078;-10.404.261;Bawang Putih
6205;pin_3957;130719;182.5;54.5;1.165.414.993;-8.372.766.147;-14.655.356;-9.069.256;Bawang Putih
6206;pin_2547;130719;1.724.903.173;2.949.879.759;1.165.405.424;-837.057.709;-12.940.126;-9.190.346;Bawang Putih
6208;pin_55;130719;1.345.206.124;1.256.465.383;1.165.374.183;-8.379.197.181;-13.572.603;-8.389.314;Bawang Putih
6212;pin_1486;130719;915.206.358;6.564.654.191;1.165.334.332;-8.373.993.612;-14.710.261;-9.579.725;Bawang Putih
6213;pin_3315;130719;250.5;99.5;1.165.476.691;-8.376.574.376;-13.571.245;-8.530.066;Bawang Putih
6214;pin_3686;130719;201.5;44.5;1.165.431.634;-8.371.829.942;-13.956.846;-63.483.534;Bawang Putih
6215;pin_762;130719;9.952.063.178;8.664.654.114;1.165.342.006;-8.375.833.459;-18.105.993;-10.454.821;Bawang Putih
6217;pin_1590;130719;1.185.206.188;3.364.654.035;1.165.357.511;-8.371.086.808;-13.381.706;-84.245.205;Bawang Putih
6218;pin_3510;130719;228.5;94.5;1.165.456.983;-8.376.189.354;-15.257.316;-749.075;Bawang Putih
6220;pin_1444;130719;1.315.206.118;5.264.653.925;1.165.369.581;-8.372.736.242;-14.750.022;-6.822.262;Bawang Putih
6221;pin_2610;130719;1.884.903.078;3.149.879.645;1.165.419.714;-8.370.712.157;-13.884.358;-66.635.513;Bawang Putih
6222;pin_2119;130719;1.814.903.114;1.349.879.712;1.165.413.009;-8.369.135.567;-14.423.962;-7.443.622;Bawang Putih
6223;pin_318;130719;1.315.206.146;1.366.465.384;1.165.371.805;-8.380.179.849;-13.463.383;-70.770.407;Bawang Putih
6225;pin_3776;130719;175.5;48.5;1.165.408.605;-8.372.252.917;-14.184.544;-8.354.063;Bawang Putih
6228;pin_593;130719;1.215.206.179;5.964.653.988;1.165.360.868;-8.373.382.889;-13.498.214;-8.522.557;Bawang Putih
6231;pin_1810;130719;9.752.063.286;8.364.654.131;1.165.340.147;-8.375.572.883;-1.716.933;-9.984.083;Bawang Putih
6232;pin_3472;130719;218.5;92.5;1.165.448.032;-8.376.038.506;-12.707.544;-8.278.781;Bawang Putih
6239;pin_3177;130719;228.5;103.5;1.165.457.221;-8.376.986.859;-12.269.946;-5.661.337;Bawang Putih
6241;pin_2029;130719;1.235.206.182;1.046.465.393;1.165.363.839;-8.377.365.278;-1.425.734;-9.546.273;Bawang Putih
6247;pin_972;130719;1.135.206.237;9.364.654.009;1.165.354.649;-8.376.416.872;-19.125.559;-9.680.017;Bawang Putih
6249;pin_2197;130719;1.814.903.115;1.649.879.709;1.165.413.089;-8.369.401.407;-148.368.225;-67.346.153;Bawang Putih
6250;pin_3113;130719;232.5;115.5;1.165.461.098;-8.378.039.645;-14.555.611;-9.323.172;Bawang Putih
6251;pin_799;130719;1.075.206.271;8.764.654.057;1.165.349.152;-8.375.900.994;-15.672.187;-6.559.835;Bawang Putih
6254;pin_3142;130719;236.5;117.5;116.546.471;-8.378.206.314;-12.821.269;-9.742.267;Bawang Putih
6256;pin_2214;130719;1.644.903.216;1.649.879.828;1.165.397.962;-8.369.446.191;-1.475.566;-9.275.079;Bawang Putih
